squadra,nome,id_fantacalcio,status,note
Milan,Goncalo Ramos,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Milan,Chukwueze,,BALLOTTAGGIO,"Alternativa in ballottaggio con Saelemaekers. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Milan,Jashari,,RISERVA,"Panchina/G1: alternativa di centrocampo. Fantacalcio.it probabili G1, agg. 22/08/2026"
Milan,Ricci,,RISERVA,"Panchina G1: alternativa di centrocampo. Fantacalcio.it probabili G1, agg. 22/08/2026"
Milan,Loftus-Cheek,,RISERVA,"Nella XI indicata per G1; alternativa tra mediana e trequarti. Fantacalcio.it probabili G1, agg. 22/08/2026"
Milan,De Winter,,RISERVA,"Nella XI indicata per G1; alternativa difensiva. Fantacalcio.it probabili G1, agg. 22/08/2026"
Monza,Thiam,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Kouadio,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Delli Carri,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Lucchesi. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Carboni,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Birindelli,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Tourè,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Akinsanmiro,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Mangas,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Colpani,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Forson. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Mota,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Varela. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Cutrone,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Lucchesi,,BALLOTTAGGIO,"Alternativa in ballottaggio con Delli Carri. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Forson,,BALLOTTAGGIO,"Alternativa in ballottaggio con Colpani. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Varela,,BALLOTTAGGIO,"Alternativa in ballottaggio con Mota. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Monza,Robinson,,RISERVA,"Panchina G1 (55%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026"
Monza,Pessina,2741,RISERVA,"SOS Fanta guida centrocampisti 2026/27: grave infortunio al ginocchio, tempi di rientro incerti. Fonte utente."
Napoli,Meret,572,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: leggermente avanti su Milinkovic-Savic, situazione apertissima. Fonte utente."
Napoli,Di Lorenzo,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Rrahmani,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Beukema,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Buongiorno. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Spinazzola,1852,TITOLARE,"SOS Fanta guida difensori 2026/27: davanti a Olivera nella gerarchia iniziale. Fonte utente."
Napoli,De Bruyne,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Anguissa / Vergara. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Lobotka,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,McTominay,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Politano,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Neres. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Hojlund,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Alisson Santos,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Buongiorno,2724,RISERVA,"SOS Fanta guida difensori 2026/27: post menisco, rientro atteso dopo la sosta di novembre. Fonte utente."
Napoli,Olivera,,BALLOTTAGGIO,"Alternativa in ballottaggio con Spinazzola. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Anguissa,4220,BALLOTTAGGIO,"Alternativa in ballottaggio con De Bruyne. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Vergara,,BALLOTTAGGIO,"Alternativa in ballottaggio con De Bruyne. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Napoli,Neres,,BALLOTTAGGIO,"Alternativa in ballottaggio con Politano. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Daffara,7411,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: Corvi avanti, Daffara alternativa da monitorare. Fonte utente."
Parma,Delprato,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Troilo,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Valenti,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Valeri,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Keita,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Nicolussi Caviglia,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Sorensen. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Bernabé,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Frigan,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Diallo. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Romero,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Elphege. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Tourè,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Corvi,6662,TITOLARE,"SOS Fanta guida portieri 2026/27: in pole su Daffara dopo il precampionato. Fonte utente."
Parma,Sorensen,,BALLOTTAGGIO,"Alternativa in ballottaggio con Nicolussi Caviglia. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Diallo,,BALLOTTAGGIO,"Alternativa in ballottaggio con Frigan. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Elphege,,BALLOTTAGGIO,"Alternativa in ballottaggio con Romero. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Parma,Ndiaye,,BALLOTTAGGIO,"Nella XI indicata per G1; alternativa reale tra difesa e fascia. Fantacalcio.it probabili G1, agg. 22/08/2026"
Roma,Svilar,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Mancini,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,N'Dicka,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Hermoso,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Koulierakis. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Molina,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Koné,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Cristante,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Wesley,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Dybala,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Castro. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Mora,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Pellegrini. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Malen,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Koulierakis,,BALLOTTAGGIO,"Alternativa in ballottaggio con Hermoso. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Pellegrini,530,BALLOTTAGGIO,"Alternativa in ballottaggio con Mora. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Castro,,BALLOTTAGGIO,"Alternativa in ballottaggio con Dybala. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Roma,Pisilli,,RISERVA,"Panchina G1 (55%): alternativa di centrocampo/trequarti. Fantacalcio.it probabili G1, agg. 22/08/2026"
Roma,Rensch,,RISERVA,"Panchina G1 (60%): alternativa difensiva/fascia. Fantacalcio.it probabili G1, agg. 22/08/2026"
Sassuolo,Muric,4236,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: leggermente avanti su Turati, gerarchia da definire. Fonte utente."
Sassuolo,Walukiewicz,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Idzes,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Leysen,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Candè. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Obrador,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Doig. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Bakola,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Thorstvedt. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Matic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Adzic,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Lipani. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Berardi,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Bowie,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Pinamonti. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Laurientè,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Candè,,BALLOTTAGGIO,"Alternativa in ballottaggio con Leysen. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Doig,,BALLOTTAGGIO,"Alternativa in ballottaggio con Obrador. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Thorstvedt,,BALLOTTAGGIO,"Alternativa in ballottaggio con Bakola. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Lipani,,BALLOTTAGGIO,"Alternativa in ballottaggio con Adzic. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Sassuolo,Pinamonti,,BALLOTTAGGIO,"Alternativa in ballottaggio con Bowie. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Mascardi,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Comuzzo,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Coco,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Ismajli. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Comert,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Pedersen,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Fortini. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Gineitis,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Fitz-Jim,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Cacciamani,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Casadei,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Oristanio. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Vlasic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Simeone,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Ismajli,,BALLOTTAGGIO,"Alternativa in ballottaggio con Coco. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Fortini,,BALLOTTAGGIO,"Alternativa in ballottaggio con Pedersen. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Oristanio,,BALLOTTAGGIO,"Alternativa in ballottaggio con Casadei. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Torino,Aboukhlal,,RISERVA,"Panchina G1 (55%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026"
Torino,Adams,,RISERVA,"Panchina G1 (60%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026"
Udinese,Okoye,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Bertola,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Palma. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Kabasele,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Solet,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Vojvoda,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Piotrowski,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Miller. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Karlstrom,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Kamara,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Zaniolo,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Ekkelenkamp,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Unai Gomez. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Davis,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Palma,,BALLOTTAGGIO,"Alternativa in ballottaggio con Bertola. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Unai Gomez,,BALLOTTAGGIO,"Alternativa in ballottaggio con Ekkelenkamp. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Miller,,BALLOTTAGGIO,"Alternativa in ballottaggio con Piotrowski. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Udinese,Arizala,,RISERVA,"Panchina G1 (55%): alternativa di fascia. Fantacalcio.it probabili G1, agg. 22/08/2026"
Udinese,Bayo,,RISERVA,"Panchina G1 (60%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026"
Venezia,Stankovic,6248,TITOLARE,"SOS Fanta guida portieri 2026/27: titolare indiscusso della neopromossa. Fonte utente."
Como,Addai,7127,RISERVA,"SOS Fanta guida centrocampisti 2026/27: recupero da rottura del tendine d'Achille, prudenza. Fonte utente."
Milan,Ramos G.,6397,TITOLARE,"SOS Fanta guida attaccanti 2026/27: nuovo centravanti titolare del Milan. Fonte utente."
Inter,Provedel,2814,RISERVA,"SOS Fanta guida portieri 2026/27: vice di Josep Martinez; copertura Inter raccomandata. Fonte utente."
Juventus,Perin,218,RISERVA,"SOS Fanta guida portieri 2026/27: vice affidabile di Vicario, da abbinare al titolare. Fonte utente."
Lazio,Motta,7337,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: vicino a Mandas nella gerarchia; consigliata coppia. Fonte utente."
Napoli,Milinkovic-Savic V.,2170,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: di poco dietro Meret, situazione apertissima. Fonte utente."
Sassuolo,Turati,4867,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: leggermente dietro Muric, gerarchia da definire. Fonte utente."
Frosinone,Desplanches,7463,BALLOTTAGGIO,"SOS Fanta guida portieri 2026/27: dietro Palmisani ma gerarchia aperta. Fonte utente."
Venezia,Schingtienne,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Bella-Kotchap,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Halhal,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Moreno. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Hainaut,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Kike Perez,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Sohm. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Busio,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Basic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Haps,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Correia. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Yeboah,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Akor Adams,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Rrahmani. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Moreno,,BALLOTTAGGIO,"Alternativa in ballottaggio con Halhal. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Correia,,BALLOTTAGGIO,"Alternativa in ballottaggio con Haps. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Sohm,,BALLOTTAGGIO,"Alternativa in ballottaggio con Kike Perez. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Rrahmani,7449,BALLOTTAGGIO,"Alternativa in ballottaggio con Akor Adams. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40"
Venezia,Helgason,,RISERVA,"Panchina G1 (55%): alternativa di centrocampo. Fantacalcio.it probabili G1, agg. 22/08/2026"
